Algé2,His-s,CF,Info2,Aly2,STRM,Tecw,StatD
Algé2,His-s,CF,Info2,Aly2,STRM,Tecw,
Algé2,His-s,CF,Info2,Aly2,STRM,StatD,
Algé2,His-s,CF,Info2,Aly2,STRM,,
Algé2,His-s,CF,Info2,Aly2,Tecw,StatD,
Algé2,His-s,CF,Info2,Aly2,Tecw,,
Algé2,His-s,CF,Info2,Aly2,StatD,,
Algé2,His-s,CF,Info2,Aly2,,,
Algé2,His-s,CF,Info2,STRM,Tecw,StatD,
Algé2,His-s,CF,Info2,STRM,Tecw,,
Algé2,His-s,CF,Info2,STRM,StatD,,
Algé2,His-s,CF,Info2,STRM,,,
Algé2,His-s,CF,Info2,StatD,Tecw,,
Algé2,His-s,CF,Info2,StatD,,,
Algé2,His-s,CF,Info2,Tecw,,,
Algé2,His-s,CF,Info2,,,,
Algé2,His-s,CF,Aly2,STRM,StatD,Tecw,
Algé2,His-s,CF,Aly2,STRM,StatD,,
Algé2,His-s,CF,Aly2,STRM,Tecw,,
Algé2,His-s,CF,Aly2,STRM,,,
Algé2,His-s,CF,Aly2,StatD,Tecw,,
Algé2,His-s,CF,Aly2,StatD,,,
Algé2,His-s,CF,Aly2,Tecw,,,
Algé2,His-s,CF,Aly2,,,,
Algé2,His-s,CF,STRM,Tecw,StatD,,
Algé2,His-s,CF,STRM,Tecw,,,
Algé2,His-s,CF,STRM,StatD,,,
Algé2,His-s,CF,STRM,,,,
Algé2,His-s,CF,StatD,Tecw,,,
Algé2,His-s,CF,StatD,,,,
Algé2,His-s,CF,Tecw,,,,
Algé2,His-s,CF,,,,,
Algé2,His-s,Aly2,Info2,STRM,StatD,Tecw,
Algé2,His-s,Aly2,Info2,STRM,StatD,,
Algé2,His-s,Aly2,Info2,STRM,Tecw,,
Algé2,His-s,Aly2,Info2,STRM,,,
Algé2,His-s,Aly2,Info2,StatD,Tecw,,
Algé2,His-s,Aly2,Info2,StatD,,,
Algé2,His-s,Aly2,Info2,Tecw,,,
Algé2,His-s,Aly2,Info2,,,,
Algé2,His-s,Aly2,STRM,StatD,Tecw,,
Algé2,His-s,Aly2,STRM,StatD,,,
Algé2,His-s,Aly2,STRM,Tecw,,,
Algé2,His-s,Aly2,STRM,,,,
Algé2,His-s,Aly2,StatD,Tecw,,,
Algé2,His-s,Aly2,StatD,,,,
Algé2,His-s,Aly2,Tecw,,,,
Algé2,His-s,Aly2,,,,,
Algé2,His-s,Info2,STRM,StatD,Tecw,,
Algé2,His-s,Info2,STRM,StatD,,,
Algé2,His-s,Info2,STRM,Tecw,,,
Algé2,His-s,Info2,STRM,,,,
Algé2,His-s,Info2,StatD,Tecw,,,
Algé2,His-s,Info2,StatD,,,,
Algé2,His-s,Info2,Tecw,,,,
Algé2,His-s,Info2,,,,,
Algé2,His-s,STRM,StatD,Tecw,,,
Algé2,His-s,STRM,StatD,,,,
Algé2,His-s,STRM,Tecw,,,,
Algé2,His-s,STRM,,,,,
Algé2,His-s,StatD,Tecw,,,,
Algé2,His-s,StatD,,,,,
Algé2,His-s,Tecw,,,,,
Algé2,His-s,,,,,,
Algé2,Info2,CF,Aly2,StatD,STRM,Tecw,
Algé2,Info2,CF,Aly2,StatD,STRM,,
Algé2,Info2,CF,Aly2,StatD,Tecw,,
Algé2,Info2,CF,Aly2,StatD,,,
Algé2,Info2,CF,Aly2,STRM,Tecw,,
Algé2,Info2,CF,Aly2,STRM,,,
Algé2,Info2,CF,Aly2,Tecw,,,
Algé2,Info2,CF,Aly2,,,,
Algé2,Info2,CF,STRM,StatD,Tecw,,
Algé2,Info2,CF,STRM,StatD,,,
Algé2,Info2,CF,STRM,Tecw,,,
Algé2,Info2,CF,STRM,,,,
Algé2,Info2,CF,StatD,Tecw,,,
Algé2,Info2,CF,StatD,,,,
Algé2,Info2,CF,Tecw,,,,
Algé2,Info2,CF,,,,,
Algé2,Info2,Aly2,STRM,StatD,Tecw,,
Algé2,Info2,Aly2,STRM,StatD,,,
Algé2,Info2,Aly2,STRM,Tecw,,,
Algé2,Info2,Aly2,STRM,,,,
Algé2,Info2,Aly2,StatD,Tecw,,,
Algé2,Info2,Aly2,StatD,,,,
Algé2,Info2,Aly2,Tecw,,,,
Algé2,Info2,Aly2,,,,,
Algé2,Info2,STRM,StatD,Tecw,,,
Algé2,Info2,STRM,StatD,,,,
Algé2,Info2,STRM,Tecw,,,,
Algé2,Info2,STRM,,,,,
Algé2,Info2,StatD,Tecw,,,,
Algé2,Info2,StatD,,,,,
Algé2,Info2,Tecw,,,,,
Algé2,Info2,,,,,,
Algé2,CF,Aly2,StatD,STRM,Tecw,,
Algé2,CF,Aly2,StatD,STRM,,,
Algé2,CF,Aly2,StatD,Tecw,,,
Algé2,CF,Aly2,StatD,,,,
Algé2,CF,Aly2,STRM,Tecw,,,
Algé2,CF,Aly2,STRM,,,,
Algé2,CF,Aly2,Tecw,,,,
Algé2,CF,Aly2,,,,,
Algé2,CF,STRM,StatD,Tecw,,,
Algé2,CF,STRM,StatD,,,,
Algé2,CF,STRM,Tecw,,,,
Algé2,CF,STRM,,,,,
Algé2,CF,StatD,Tecw,,,,
Algé2,CF,StatD,,,,,
Algé2,CF,Tecw,,,,,
Algé2,CF,,,,,,
Algé2,STRM,Aly2,StatD,Tecw,,,
Algé2,STRM,Aly2,StatD,,,,
Algé2,STRM,Aly2,Tecw,,,,
Algé2,STRM,Aly2,,,,,
Algé2,STRM,StatD,Tecw,,,,
Algé2,STRM,StatD,,,,,
Algé2,STRM,Tecw,,,,,
Algé2,STRM,,,,,,
Algé2,Aly2,StatD,Tecw,,,,
Algé2,Aly2,StatD,,,,,
Algé2,Aly2,Tecw,,,,,
Algé2,Aly2,,,,,,
Algé2,StatD,Tecw,,,,,
Algé2,StatD,,,,,,
