AGL2,MMT,TFM,TCIP,,,
AGL2,MMT,TFM,,,,
AGL2,MMT,TCIP,,,,
AGL2,MMT,,,,,
AGL2,TCIP,TFM,,,,
AGL2,TCIP,,,,,
AGL2,TCT,TFM,TINT,TRXO,VART,
AGL2,TCT,TFM,TINT,TRXO,,
AGL2,TCT,TFM,TINT,VART,,
AGL2,TCT,TFM,TINT,,,
AGL2,TCT,TFM,TRXO,VART,,
AGL2,TCT,TFM,TRXO,,,
AGL2,TCT,TFM,VART,,,
AGL2,TCT,TFM,,,,
AGL2,TCT,TINT,TRXO,VART,,
AGL2,TCT,TINT,TRXO,,,
AGL2,TCT,TINT,VART,,,
AGL2,TCT,TINT,,,,
AGL2,TCT,TRXO,VART,,,
AGL2,TCT,TRXO,,,,
AGL2,TCT,VART,,,,
AGL2,TCT,,,,,
AGL2,TINT,TFM,TRXO,VART,,
AGL2,TINT,TFM,TRXO,,,
AGL2,TINT,TFM,VART,,,
AGL2,TINT,TFM,,,,
AGL2,TINT,TRXO,VART,,,
AGL2,TINT,TRXO,,,,
AGL2,TINT,VART,,,,
AGL2,TINT,,,,,
AGL2,TRXO,TFM,VART,,,
AGL2,TRXO,TFM,,,,
AGL2,TRXO,VART,,,,
AGL2,TRXO,,,,,
AGL2,VART,TFM,,,,
AGL2,VART,,,,,
AGL2,TFM,,,,,
MICO,MMT,TAI,VART,TCT,,
MICO,MMT,TAI,VART,,,
MICO,MMT,TAI,TCT,,,
MICO,MMT,TAI,,,,
MICO,MMT,VART,TCT,,,
MICO,MMT,VART,,,,
MICO,MMT,TCT,,,,
MICO,MMT,,,,,
MICO,TAI,VART,TCT,,,
MICO,TAI,VART,,,,
MICO,TAI,TCT,,,,
MICO,TAI,,,,,
MICO,VART,TCT,,,,
MICO,VART,,,,,
MICO,TCT,,,,,
ASSL,TAM,MMTS,VA,OWS,EW,WS
ASSL,TAM,MMTS,VA,OWS,EW,
ASSL,TAM,MMTS,VA,OWS,WS,
ASSL,TAM,MMTS,VA,OWS,,
ASSL,TAM,MMTS,VA,EW,WS,
ASSL,TAM,MMTS,VA,EW,,
ASSL,TAM,MMTS,VA,WS,,
ASSL,TAM,MMTS,VA,,,
ASSL,TAM,MMTS,WS,OWS,EW,
ASSL,TAM,MMTS,WS,OWS,,
ASSL,TAM,MMTS,WS,EW,,
ASSL,TAM,MMTS,WS,,,
ASSL,TAM,MMTS,OWS,EW,,
ASSL,TAM,MMTS,OWS,,,
ASSL,TAM,MMTS,EW,,,
ASSL,TAM,MMTS,,,,
ASSL,TAM,VA,OWS,EW,WS,
ASSL,TAM,VA,OWS,EW,,
ASSL,TAM,VA,OWS,WS,,
ASSL,TAM,VA,OWS,,,
ASSL,TAM,VA,EW,WS,,
ASSL,TAM,VA,EW,,,
ASSL,TAM,VA,WS,,,
ASSL,TAM,VA,,,,
ASSL,TAM,WS,OWS,EW,,
ASSL,TAM,WS,OWS,,,
ASSL,TAM,WS,EW,,,
ASSL,TAM,WS,,,,
ASSL,TAM,OWS,EW,,,
ASSL,TAM,OWS,,,,
ASSL,TAM,EW,,,,
ASSL,TAM,,,,,
ASSL,VA,MMTS,OWS,EW,WS,
ASSL,VA,MMTS,OWS,EW,,
ASSL,VA,MMTS,OWS,WS,,
ASSL,VA,MMTS,OWS,,,
ASSL,VA,MMTS,EW,WS,,
ASSL,VA,MMTS,EW,,,
ASSL,VA,MMTS,WS,,,
ASSL,VA,MMTS,,,,
ASSL,VA,OWS,EW,WS,,
ASSL,VA,OWS,EW,,,
ASSL,VA,OWS,WS,,,
ASSL,VA,OWS,,,,
ASSL,VA,EW,WS,,,
ASSL,VA,EW,,,,
ASSL,VA,WS,,,,
ASSL,VA,,,,,
ASSL,MMTS,EW,WS,OWS,,
ASSL,MMTS,EW,WS,,,
ASSL,MMTS,EW,OWS,,,
ASSL,MMTS,EW,,,,
ASSL,MMTS,WS,OWS,,,
ASSL,MMTS,WS,,,,
ASSL,MMTS,OWS,,,,
ASSL,MMTS,,,,,
ASSL,EW,WS,OWS,,,
ASSL,EW,WS,,,,
ASSL,EW,OWS,,,,
ASSL,EW,,,,,
ASSL,WS,OWS,,,,
ASSL,WS,,,,,
ASSL,OWS,,,,,
TINT,VART,TFM,TRXO,TCT,,
TINT,VART,TFM,TRXO,,,
TINT,VART,TFM,TCT,,,
TINT,VART,TFM,,,,
TINT,VART,TRXO,TCT,,,
TINT,VART,TRXO,,,,
TINT,VART,TCT,,,,
TINT,VART,,,,,
TINT,TFM,MMT,TCIP,TRXO,TCT,
TINT,TFM,MMT,TCIP,TRXO,,
TINT,TFM,MMT,TCIP,TCT,,
